alignment,1063,0.1,25,false,0,Sulfonamides,1250,1250
alignment,1063,0.1,25,false,1,Sulfonamide-resistant dihydropteroate synthases,1250,1250
alignment,1063,0.1,25,false,2,FOLP,1250,1250
mmarc_hts,1063,0.1,25,false,0,Sulfonamides,1250,1250
mmarc_hts,1063,0.1,25,false,1,Sulfonamide-resistant dihydropteroate synthases,1250,1250
mmarc_hts,1063,0.1,25,false,2,FOLP,1250,1250
mmarc_hts,1063,0.1,25,false,3,mmarc_Sulfonamides19,1250,1250
mmarc_assembly,1063,0.1,25,false,0,Sulfonamides,1250,1250
mmarc_assembly,1063,0.1,25,false,1,Sulfonamide-resistant dihydropteroate synthases,1250,1250
mmarc_assembly,1063,0.1,25,false,2,FOLP,1250,1250
mmarc_assembly,1063,0.1,25,false,3,mmarc_Sulfonamides19,1250,1250
resfams,1063,0.1,25,false,0,Sulfonamides,1250,1250
alignment,1063,0.1,25,true,0,Sulfonamides,1250,1250
alignment,1063,0.1,25,true,1,Sulfonamide-resistant dihydropteroate synthases,1250,1250
alignment,1063,0.1,25,true,2,FOLP,1250,1250
mmarc_hts,1063,0.1,25,true,0,Sulfonamides,1250,1250
mmarc_hts,1063,0.1,25,true,1,Sulfonamide-resistant dihydropteroate synthases,1250,1250
mmarc_hts,1063,0.1,25,true,2,FOLP,1250,1250
mmarc_hts,1063,0.1,25,true,3,mmarc_Sulfonamides19,1250,1250
mmarc_assembly,1063,0.1,25,true,0,Sulfonamides,1250,1250
mmarc_assembly,1063,0.1,25,true,1,Sulfonamide-resistant dihydropteroate synthases,1250,1250
mmarc_assembly,1063,0.1,25,true,2,FOLP,1250,1250
mmarc_assembly,1063,0.1,25,true,3,mmarc_Sulfonamides19,1250,1250
resfams,1063,0.1,25,true,0,Sulfonamides,1250,1250
alignment,1063,0.1,50,false,0,Sulfonamides,2500,2500
alignment,1063,0.1,50,false,1,Sulfonamide-resistant dihydropteroate synthases,2500,2500
alignment,1063,0.1,50,false,2,FOLP,2500,2500
mmarc_hts,1063,0.1,50,false,0,Sulfonamides,2500,2500
mmarc_hts,1063,0.1,50,false,1,Sulfonamide-resistant dihydropteroate synthases,2500,2500
mmarc_hts,1063,0.1,50,false,2,FOLP,2500,2500
mmarc_hts,1063,0.1,50,false,3,mmarc_Sulfonamides19,2500,2500
mmarc_assembly,1063,0.1,50,false,0,Sulfonamides,2500,2500
mmarc_assembly,1063,0.1,50,false,1,Sulfonamide-resistant dihydropteroate synthases,2500,2500
mmarc_assembly,1063,0.1,50,false,2,FOLP,2500,2500
mmarc_assembly,1063,0.1,50,false,3,mmarc_Sulfonamides19,2500,2500
resfams,1063,0.1,50,false,0,Sulfonamides,2500,2500
alignment,1063,0.1,50,true,0,Sulfonamides,2500,2500
alignment,1063,0.1,50,true,1,Sulfonamide-resistant dihydropteroate synthases,2500,2500
alignment,1063,0.1,50,true,2,FOLP,2500,2500
mmarc_hts,1063,0.1,50,true,0,Sulfonamides,2500,2500
mmarc_hts,1063,0.1,50,true,1,Sulfonamide-resistant dihydropteroate synthases,2500,2500
mmarc_hts,1063,0.1,50,true,2,FOLP,2500,2500
mmarc_hts,1063,0.1,50,true,3,mmarc_Sulfonamides19,2500,2500
mmarc_assembly,1063,0.1,50,true,0,Sulfonamides,2500,2500
mmarc_assembly,1063,0.1,50,true,1,Sulfonamide-resistant dihydropteroate synthases,2500,2500
mmarc_assembly,1063,0.1,50,true,2,FOLP,2500,2500
mmarc_assembly,1063,0.1,50,true,3,mmarc_Sulfonamides19,2500,2500
resfams,1063,0.1,50,true,0,Sulfonamides,2500,2500
alignment,1063,0.1,5,false,0,Sulfonamides,250,250
alignment,1063,0.1,5,false,1,Sulfonamide-resistant dihydropteroate synthases,250,250
alignment,1063,0.1,5,false,2,FOLP,250,250
mmarc_hts,1063,0.1,5,false,0,Sulfonamides,250,250
mmarc_hts,1063,0.1,5,false,1,Sulfonamide-resistant dihydropteroate synthases,250,250
mmarc_hts,1063,0.1,5,false,2,FOLP,250,250
mmarc_hts,1063,0.1,5,false,3,mmarc_Sulfonamides19,250,250
mmarc_assembly,1063,0.1,5,false,0,Sulfonamides,250,250
mmarc_assembly,1063,0.1,5,false,1,Sulfonamide-resistant dihydropteroate synthases,250,250
mmarc_assembly,1063,0.1,5,false,2,FOLP,250,250
mmarc_assembly,1063,0.1,5,false,3,mmarc_Sulfonamides19,250,250
resfams,1063,0.1,5,false,0,Sulfonamides,250,250
alignment,1063,0.1,5,true,0,Sulfonamides,250,250
alignment,1063,0.1,5,true,1,Sulfonamide-resistant dihydropteroate synthases,250,250
alignment,1063,0.1,5,true,2,FOLP,250,250
mmarc_hts,1063,0.1,5,true,0,Sulfonamides,250,250
mmarc_hts,1063,0.1,5,true,1,Sulfonamide-resistant dihydropteroate synthases,250,250
mmarc_hts,1063,0.1,5,true,2,FOLP,250,250
mmarc_hts,1063,0.1,5,true,3,mmarc_Sulfonamides19,250,250
mmarc_assembly,1063,0.1,5,true,0,Sulfonamides,250,250
mmarc_assembly,1063,0.1,5,true,1,Sulfonamide-resistant dihydropteroate synthases,250,250
mmarc_assembly,1063,0.1,5,true,2,FOLP,250,250
mmarc_assembly,1063,0.1,5,true,3,mmarc_Sulfonamides19,250,250
resfams,1063,0.1,5,true,0,Sulfonamides,250,250
alignment,1063,0.25,25,false,0,Sulfonamides,490,1250
alignment,1063,0.25,25,false,1,Sulfonamide-resistant dihydropteroate synthases,490,1250
alignment,1063,0.25,25,false,2,FOLP,490,1250
mmarc_hts,1063,0.25,25,false,0,Sulfonamides,1250,1250
mmarc_hts,1063,0.25,25,false,1,Sulfonamide-resistant dihydropteroate synthases,1250,1250
mmarc_hts,1063,0.25,25,false,2,FOLP,1250,1250
mmarc_hts,1063,0.25,25,false,3,mmarc_Sulfonamides19,1250,1250
resfams,1063,0.25,25,false,0,Sulfonamides,765,1250
alignment,1063,0.25,25,true,0,Sulfonamides,1076,1250
alignment,1063,0.25,25,true,1,Sulfonamide-resistant dihydropteroate synthases,1076,1250
alignment,1063,0.25,25,true,2,FOLP,1076,1250
mmarc_hts,1063,0.25,25,true,0,Sulfonamides,1209,1250
mmarc_hts,1063,0.25,25,true,1,Sulfonamide-resistant dihydropteroate synthases,1209,1250
mmarc_hts,1063,0.25,25,true,2,FOLP,1209,1250
mmarc_hts,1063,0.25,25,true,3,mmarc_Sulfonamides19,1202,1250
mmarc_assembly,1063,0.25,25,true,0,Sulfonamides,1250,1250
mmarc_assembly,1063,0.25,25,true,1,Sulfonamide-resistant dihydropteroate synthases,1250,1250
mmarc_assembly,1063,0.25,25,true,2,FOLP,1250,1250
mmarc_assembly,1063,0.25,25,true,3,mmarc_Sulfonamides19,1250,1250
resfams,1063,0.25,25,true,0,Sulfonamides,1250,1250
alignment,1063,0.25,50,false,0,Sulfonamides,983,2500
alignment,1063,0.25,50,false,1,Sulfonamide-resistant dihydropteroate synthases,983,2500
alignment,1063,0.25,50,false,2,FOLP,983,2500
mmarc_hts,1063,0.25,50,false,0,Sulfonamides,2500,2500
